あき,秋,ລະດູໃບໄມ້ລົ່ນ,la duu bay mai2 lon1
あきあき,あきあき,ເປັນຕາເມື່ອຍ,pen taa meuay1
あきなう,商う,ຂາຍຂອງ,hkaay hkohng
あきなう,商う,ຄ້າ,khaa2
あきらか,明らか,ກະຈ່າງແຈ້ງ,ka jaang1 jaeng2
あきらか,明らか,ແນ່ໃຈ,nae1 jay
あきらめる,諦める,ຍຸດ,nyut
あきらめる,諦める,ຕັດໃຈ,tat jay
あきらめる,諦める,ເຊົາ,xao
あきらめる,諦める,ເລີກ,lerk
あきる,飽きる,ເບື່ອ,beua1
あきる,飽きる,ເບື່ອຫນ່າຍ,beua1 hnaay1
あきれすけん,アキレス腱,ເອັນສົນຫມອງ,en son hmohng
あく,悪,ຄວາມບໍ່ດີ,khwaam boh1 dii
あく,悪,ຄວາມສົ່ວ,khwaam xua1
あく,空く,ວ່າງ,waang1
あく,開く,ເປີດ,pert
あくしゅ,握手,ຈັບມື,jap meu
あくせさりー,アクセサリー,ເຄື່ອງປະດັບ,kheuang1 pa dap
あくせさりー,アクセサリー,ເຄື່ອງປະດັບກາຍ,kheuang1 pa dap kaay
あくせる,アクセル,ຄັນເລ່ງ,khan leeng1
あくせるをふむ,アクセルを踏む,ເລັ່ງ,leng1
あくにん,悪人,ຜູ້ຮ້າຍ,hpuu2 haay2
あくび,欠伸,ຫາວ,hhaaw
あくま,悪魔,ປີສາດຮ້າຍ,pii saat haay2
あくむ,悪夢,ຝັນຮ້າຍ,hfan haay2
あくりょう,悪霊,ປີສາດຮ້າຍ,pii saat haay2
あけましておめでとう,あけましておめでとう,ສະບາຍດີປີໃຫມ່,sa baay dii pii hmay1
あける,開ける,ເປີດ,pert
あける,開ける,ໄຂ,hkai
あげる,揚げる,ຈືນ,jeun
あげる,上げる,ຍົກ,nyok
あげる,上げる,ຍົກຂື້ນ,nyok hkeun2
あげる,揚げる,ທອດ,thoht
あげる,吐げる,ຮາກ,haak
あげる,あげる,ເອົາໃຫ້,ao hhay2
あげる,（～して）あげる,ເຮັດເພື່ອ,het
あげる,あげる,ໃຫ້,hhay2
あご,顎,ຄາງ,khaang
あこがれる,憧れる,ຊອກຫາ,xohk hhaa
あこがれる,憧れる,ໃຝ່ຫາ,hfay1 hhaa
あさ,朝,ຕອນເຊົ້າ,tohn xao2
あさ,麻,ຜ້າປ່ານ,hpaa2 paan1
あさ,朝,ມື້ເຊົ້າ,meu2 xao2
あざ,痣,ປານ,paan
あさい,浅い,ຕື້ນ,teun2
あさいち,朝市,ຕະຫລາດຕອນເຊົ້າ,ta hlaat tohn xao2
あさがお,朝顔/アサガオ,ດອກບານເຊົ້າ,dohk baan xao2
あさごはん,朝ご飯,ອາຫານເຊົ້າ,aa hhaan xao2
あさって,あさって,ມື້ຮື,meu2 heu
あさねぼう,朝寝坊,ຕື່ນສວຍ,teun1 suay
あさひ,朝日,ຕາເວັນຂື້ນ,taa wen hkeun2
あざむく,欺く,ຫລອກ,hlohk
あざやか,鮮やか,ສົດໃສ,sot say
あざらし,アザラシ,ແມວນ້ຳ,maew nam2
あし,脚,ຂາ,hkaa
あし,足,ຕີນ,tiin
あじ,味,ລົດຊາດ,lot xaat
あじあ,アジア,ອາຊີ,aa xii
あしあと,足跡,ຮອຍຕີນ,hohy tiin
あしうらまっさーじ,足裏マッサージ,ນວດຕີນ,nuat tiin
あしうらまっさーじ,足裏マッサージ,ນວດຝາຕີນ,nuat hfaa tiin
あじがうすい,味がうすい,ຈາງ,jaang
あした,あした,ມື້ອື່ນ,meu2 eun1
あじつけ,味付け,ປຸງລົດຊາດ,pung lot xaat
あしのうら,足の裏,ຝາຕີນ,hf tiin
あしのつめ,足の爪,ເລັບຕີນ,lep tiin
あじのもと,味の素,ແປ້ງນົວ,paeng2 nua
あしのゆび,足の指,ໂປ້ຕີນ,po2 tiin
あしぶみ,足踏み,ຢຽບຕີນ,yiap tiin
あじみ,味見,ຊີມ,xiim
あじわう,味わう,ຊີມລົດ,xiim lot
あす,あす,ມື້ອື່ນ,meu2 eun1
あずかる,預かる,ຝາກ,hfaak
あずかる,預かる,ຮັບ,hap
あずかる,預かる,ເອົາໄສ່,ao sai1
あずき,小豆,ຫມາກຖົ່ວດຳ,hmaak htua1 dam
あずける,（お金を）預ける,ຝາກ(ເງິນ),hfaak ngoen
あずける,預ける,ຝາກໄວ້,hfaak wai2
あすぱらがす,アスパラガス,ຫນໍ່ໄມ້ຝຣັ່ງ,hnoh1 mai2 hfrang1
あすぴりん,アスピリン,ແອສໄພຣິນ,aes phai rin
あすふぁると,アスファルト,ຢາງຫມາກຕອຍ,yaang hmaak tohy
あせ,汗,ນ້ຳເຫື່ອ,nam2 hheua1
あせる,焦る,ພ້າວ,phaaw2
あぜるばいじゃん,アゼルバイジャン,ອາແຊກໄປຢັງ,aa xaek pai yang
あそこ,[こそあど],ທີ່ນັ້ນ,thii1 nan2
あそこ,[こそあど],ທາງພຸ້ນ,thaang phun2
あそこ,[こそあど],ພຸ້ນ,phun2
あそこ,[こそあど],ຫັ້ນ,hhan2
あそこで,[こそあど],ຢູ່ນັ້ນ,yuu1 nan
あそこで,[こそあど],ຢູ່ພຸ້ນ,yuu1 phun2
あそこに,[こそあど],ຢູ່ນັ້ນ,yuu1 nan
あそこに,[こそあど],ຢູ່ພຸ້ນ,yuu1 phun2
あそこの,[こそあど],ພຸ້ນ,phun2
あそび,遊び,ຫລິ້ນ,hlin2
あそびば,遊び場,ເດີ່ນຫລິ້ນ,dern1 hlin2
あそぶ,遊ぶ,ຫລິ້ນ,hlin2
あだ,仇,ສັດຕູ,sat tuu
あたい,値,ຄຸນຄ່າ,khum khaa1
あたえる,与える,ໃຫ້,hhay2
あたたかい,暖かい,ອຸ່ນ,un1
あたたかい,暖かい,ອົບອຸ່ນ,op un1
あたたかな,暖かな,ອຸ່ນ,un1
あたたまる,暖まる,ເຮັດໃຫ້ອຸ່ນ,het hhay2 un1
あたためる,温める,ເຮັດໃຫ້ອຸ່ນຂຶ້ນ,het hhay2 un1 hkuen2
あたま,頭（=脳）,ສະຫມອງ,sa hmohng
あたま,頭,ຫົວ,hhua
あたまきん,頭金,ເງິນດາວ,ngoen daaw
あたらしい,新しい,ໃຫມ່,hmay1
あたり,辺り,ຢູ່ໃກ້ໆ,yuu1 kay2 #
あたり,あたり,ໃກ້ໆ,kay2 #
あたりまえ,あたり前,ປົກກະຕິ,pok ka ti
あたる,当たる,ຕຳ,tam
あたる,（～に）当たる,ຖາມ,htaam
あだをうつ,仇を討つ,ແກ້ສັດຕູ,kae2 sat tuu
あちら,[こそあど],ທີ່ນັ້ນ,thii1 nan2
あちら,[こそあど],ອັນນັ້ນ,an nan2
あっ,あっ,ອາ,aa
あつあげ,厚揚げ,ເຕົ້າຮູ້ຈືນ,tao2 huu2 jeun
あつい,厚い,ຕຶບ,tuep
あつい,厚い,ຫນາ,hnaa
あつい,暑い/熱い,ຮ້ອນ,hohn2
あつかう,扱う,ຄວບຄຸມ,khuap khum
あつかましい,厚かましい,ຫນ້າດ້ານ,hnaa2 daan2
あつかましい,厚かましい,ຫນ້າມຶນ,hnaa2 muen
あつさ,厚さ,ຄວາມຫນາ,khuaam hnaa
あつさ,熱さ/厚さ,ຄວາມຮ້ອນ,khwaam hohn2
あっち,[こそあど],ທີ່ນັ້ນ,thii1 nan2
あっち,[こそあど],ອັນນັ້ນ,an nan2
あっというまに,あっという間に,ທັນທີທັນໃດ,than thii than day
あつまり,集まり,ຊຸມນຸມ,xum kum
あつまる,集まる,ຮ່ວມກັນ,huam1 kan
あつめる,集める,ທ້ອນໂຮມ,thohn2 hoom
あてさき,宛先,ສົ່ງເຖິງ,song1 htoeng
あてな,宛名,ຊື່ຜູ້ຮັບຈົດຫມາຍ,xeu1 hpuu2 hap jot hmaay
あてる,当てる,ຖືກ,hteuk
あてる,当てる,ເຮັດໃຫ້ຖືກເປົ້າຫມາຍ,het hhay2 hteuk pao2 hmaay
あてる,充てる,ແຈກຢາຍ,jaek yaay
あと,（～の）後（で、に）,ຈາກ(ນັ້ນ),jaak nan2
あと,あと,ຍັງເຫລືອ,nyang hleua
あと,後,ຫລັງ,hlang
あと,（～の）後（で、に）,ຫລັງຈາກ(ນັ້ນ),hlang jaak nan2
あと,跡,ຮອຍ,hohy
あとから,（～た）後から,ຫລັງຈາກ(~ແລ້ວ),hlang jaak laew2
あとで,あとで,ຕາມຫລັງ,taam hlang
あとで,あとで,ທີຫລັງ,thii hlang
あとで,あとで,ໂອກາດຫນ້າ,oo kaat hnaa2
あな,穴,ຮູ,huu
あなうんさー,アナウンサー,ຜູ້ອ່ານຂ່າວ,hpuu2 aan1 hkaaw1
あなうんさー,アナウンサー,ໂຄສົກ,khoo sok
あなた,あなた,ເຈົ້າ,jao2
あなたたち,あなた達,ພວກເຈົ້າ,phuak jao2
あなどる,侮る,ດູຖູກ,duu htuuk
あに,兄,ອ້າຍ,aay2
あにめ,アニメ,ກາຕູນເຄື່ອນໃຫວ,kaa tuun kheuan1 hvay
あね,姉,ເອື້ອຍ,euay2
あの,[こそあど],ນັ້ນ,nan2
あのう,あのう,ອັນນາ,an naa
あのくらい,[こそあど],ດົນປານນັ້ນ,don paan nan2
あのころ,あの頃,ຕອນນັ້ນ,tohn nan2
あのとき,あの時,ຂະນະນັ້ນ,hka na nan2
あのような,[こそあど],ຊະນິດນັ້ນ,xa nit nan2
あのように,[こそあど],ຢ່າງນັ້ນ,yaang1 nan2
あのようにして,[こそあど],ແນວນັ້ນ,naew nan2
あぱーと,アパート,ຫ້ອງໃຫ້ເຊົ່າ,hhohng2 hhay2 xao1
あばく,暴く,ເປີດເຜີຍ,pert hpery
あばらぼね,あばら骨,ກະດູກຂ້າງ,ka duuk hkaang2
あばれる,暴れる,ອາລະວາດ,aa la waat
あびせる,浴びせる,ຫົດ,hhot
あひる,アヒル,ເປັດ,pet
あびる,浴びる,ອາບ,aap
あふがにすたん,アフガニスタン,ອັບການິສະຖານ,ap kaa ni sa htaan
あぶない,危ない,ອັນຕະລາຍ,an ta laay
あぶら,油,ນ້ຳມັນ,nam2 man
あぶらえ,油絵,ຮູບພາບສີນ້ຳມັນ,huup phaap sii nam2 man
あぶらげ,油揚げ,ເຕົ້າຮູ້ຈືນ,tao2 huu2 jeun
あふりか,アフリカ,ອາຝະລິກກາ,aa hfa lik kaa
あぶる,炙る,ປີ້ງ,piing2
あへん,アヘン,ຝິ່ນ,hfin1
あほ,阿呆,ຄົນໂງ່,khon ngoo1
あほ,阿呆,ຈ້າ,jaa2
あほ,阿呆,ໂງ່,ngoo1
あぼかど,アボカド,ຫມາກອາໂວຄາໂດ,hmaak aa woo khaa doo
あま,尼（さん）,ແມ່ຊີ,mae1 xii
あまい,甘い,ຫວານ,hvaan
あまえる,甘える,ເອົາແຕ່ໃຈ,ao tae1 jay
あまがえる,雨蛙,ຂຽດ,hkiat
あまがさ,雨傘,ຮົ່ມກັນຝົນ,hom1 kan hfon
あまずっぱい,甘酸っぱい,ສົ້ມຫວານ,som2 hvaan
あまちゅあ,アマチュア,ສະຫມັກຫລິ້ນ,sa hmak hlin2
あまのかわ,天の川,ທາງຊ້າງເຜືອກ,thaang xaang2 hpeuak
あまみず,雨水,ນ້ຳຝົນ,nam2 hfon
あまもり,雨漏り,ຝົນຮົ່ວ,hfon hua1
あまやかす,甘やかす,ຕາມໃຈ,taam jay
あまり,あまり（～く）ない,ບໍ່ຄ່ອຍ,boh1 khohy1
あまり,あまり,ບໍ່ຫລາຍ,boh1 hlaay
あまり,余り,ສ່ວນເຫລືອ,suan1 hleua
あまりない,あまり（～ない）,ບໍ່ປານໃດ,boh1 paan day
あまる,余る,ຍັງເຫລືອ,nyang hleua
あまる,余る,ເຫລືອ,hleua
あみ,網,ຕາຫນ່າງ,taa hnaang1
あみど,網戸,ມຸ້ງລວດ,mung2 luat
あむ,編む,ຖັກ,htak
あむ,編む,ສານ,saan
あめ,雨,ຝົນ,hfon
あめ,雨,ຝົນຕົກ,hfon tok
あめ,飴,ເຂົ້າຫນົມອົມ,hkao2 hnom om
あめーば,アメーバ,ໂຕອາມີບາ,too aa mii baa
あめふり,雨降り,ຝົນຕົກ,hfon tok
あめりか,アメリカ,ອາເມຣິກາ,aa mee ri kaa
あめりかがっしゅうこく,アメリカ合衆国,ສະຫະລັດອາເມຣິກາ,sa hha lat aa mee ri kaa
あやうい,危うい,ອັນຕະລາຍ,an ta laay
あやしい,怪しい,ຫນ້າສົງໃສ,hnaa2 song say
あやしむ,怪しむ,ສົງໃສ,song say
あやつる,操る,ຄວບຄຸມ,khuap khum
あやまち,過ち,ບາບ,baap
あやまる,謝る,ຂໍອະໄພ,hkoh a phai
あやまる,謝る,ຂໍໂທດ,hkoh thoot
あらい,荒い,ບໍ່ລຽບ,boh1 liap
あらい,粗い,ຫຍາບ,hyaap
あらう,洗う,ຊັກ,xak
あらう,洗う,ລ້າງ,laang2
あらう,洗う,ສະ,sa
あらし,嵐,ພະຍຸ,pha nyu
あらすじ,粗筋,ສະຫລຸບຄວາມ,sa hlup khwaam
あらそう,争う,ຜິດຖຽງກັນ,hpit htiang kan
あらた,新た,ໃຫມ່,hmay1
あらためる,改める,ກວດແກ້,kuat kae2
あらためる,改める,ເລີມໃຫມ່,lerm hmai1
あらぶしゅちょうこくれんぽう,アラブ首長国連邦,ເອມີຣັດອາຣັບ,ee mii rat aa rap
あられ,霰,ຫມາກເຫັບ,hmaak hhep
あらわす,表す,ສະແດງອອກມາ,sa daeng ohk maa
あらわれる,現れる,ປະກົດຂື້ນ,pa kot hkeun2
あり,蟻/アリ,ມົດ,mot
ありがとう,ありがとう,ຂອບໃຈເດີ,hkohp jay der
ありがとうございます,ありがとうございます,ຂອບໃຈຫລາຍໆເດີ,hkohp jay hlaay # der
ありづか,蟻塚,ຈອມປວກ,johm puak
ある,（～が）ある,ມີ,mii
ある,（～が）ある,ຢູ່,yuu1
ある,（～て）ある,ແລ້ວໆ,laew2 #
あるいは,あるいは,ຫລືວ່າ,hleu waa1
あるく,歩く,ຍ່າງ,nyaang1
あるこーる,アルコール,ເຫລົ້າ,hlao2 kao2 sip
あるこーるちゅうどく,アルコール中毒,ຕິດເຫລົ້າ,tit hlao2
あるこーるらんぷ,アルコール・ランプ,ຕະກຽງເຫລົ້າ,ta niang hlao2
あるじ,あるじ,ນາຍ,naay
あるじぇりあ,アルジェリア,ອານເຊຣີ,aan xee rii
あるぜんちん,アルゼンチン,ອາກຊັງຕິນ,aak sang tin
あるばいと,アルバイト,ວຽກບໍ່ເຕັມເວລາ,wiak boh1 tem wee laa
あるばにあ,アルバニア,ອານບານີ,aan baa nii
あるばむ,アルバム,ອັນລະບ້ຳໃສ່ຮູບ,an la bam2 say1 huup
あるひ,ある日,ບາງມື້,baang meu2
あるひ,ある日,ມື້ໃດມື້ຫນຶ່ງ,meu2 day meu2 hnueng1
あるみ,アルミ,ອະລູມີນຽມ,a luu mii niam
あるめにあ,アルメニア,ອາກເມເນຍ,aak mee nia
あれ,[こそあど],ອັນນັ້ນ,an nan2
あれくらい,[こそあど],ປານນັ້ນ,paan nan2
あれだけ,[こそあど],ເທົ່ານັ້ນ,thao1 nan2
あれほど,[こそあど],ສ່ຳນັ້ນ,sam1 nan2
あれら,[こそあど],ທັງຫມົດນັ້ນ,thang hmot nan2
あれるぎー,アレルギー,ພຸມແພ້,phum phae2
あわ,泡,ຟອງ,fohng
あわい,淡い,ອ່ອນ,ohn1
あわせる,合わせる,ລວມກັນ,luam kan
あわただしい,慌ただしい,ບໍ່ຫວ່າງ,boh1 hvaang1
あわだてき,泡だて器,ເຄື່ອງຕີໄຂ່,kheuang1 yii hkai1
あわてて,慌てて,ຕື່ນເຕັ້ນ,teun1 ten2
あわてる,慌てる,ພ້າວ,phaaw2
あわれ,哀れ,ສົງສານ,song saan
あわれむ,哀れむ,ຮູ້ສືກເສຍໃຈ,huu2 seuk sia jay
あんき,暗記,ຈື່,jeu1
あんけーと,アンケート,ແບບສອບຖາມ,baep sohp htaam
あんごら,アンゴラ,ອັງໂກລາ,ang koo laa
あんさつ,暗殺,ລອບຂ້າ,lohp hkaa2
あんざん,暗算,ຄິດເລກໃນໃຈ,khit leek nay jay
あんしつ,暗室,ຫ້ອງມືດ,hhohng2 meut
あんしょうばんごう,暗証番号,ລະຫັດລັບ,la hhat lap
あんじる,案じる,ເປັນຫ່ວງ,pen hhuang1
あんしん,安心,ວາງໃຈ,waang jay
あんぜん,安全,ປອດໄພ,poht phai
あんぜんちたい,安全地帯,ເຂດປອດໄພ,hkeet poht phai
あんぜんぴん,安全ピン,ເຂັມຄັດ,hkem khat
あんだーしゃつ,アンダー・シャツ,ເສື້ອກ້າມ,seua2 kaam2
あんてい,安定,ເຮັດໃຫ້ທ່ຽງ,het hhay2 thiang1
あんてぃーく,アンティーク,ວັດຖຸບູຮານ,wat htu buu haan
あんてぃぐあばぶーだ,アンティグア・バブーダ,ອັງຕີກາບາກບູດາ,an tii kaa baak buu daa
あんてな,アンテナ,ສາຍອາກາດ,saay aa kaat
あんどら,アンドラ,ອັງດໍ,ang doh
あんな,[こそあど],ຊະນິດນັ້ນ,xa nit nan2
あんない,案内,ຊີ້ທາງ,xii2 thaang
あんないがかり,案内係,ໂຕະປະຊາສຳພັນ,to pa xaa sam phan
あんなに,[こそあど],ແບບນັ້ນ,baep nan2
あんなふうに,[こそあど],ຄືນັ້ນ,keu nan2
あんなふうにして,[こそあど],ແບບນັ້ນ,baep nan2
あんぺあ,（～）アンペア,ແອມ,aem
あんま,按摩,ນວດ,nuat
い,胃,ກະເພາະ,ka pho'
い,胃,ກະເພາະ(ອາຫານ),ka pho' aa hhaan
いありんぐ,イアリング,ຕຸ້ມຫູ,tum2 hhuu
いい,良い,ດີ,dii
いいえ,いいえ,ບໍ່,boh1
いいえ,いいえ（そうでもない）,ບໍ່ດອກ,boh1 dohk
いいえ,いいえ,ບໍ່ແມ່ນ,boh1 maen1
いいかえる,言い替える,ໃຊ້ແບບໃຫມ່,xay2 baep hmay1
いいかおり,いい香り,ກິ່ນຫອມ,kin1 hhohm
いいかげん,いい加減,ບໍ່ຮຽບຮ້ອຍ,boh1 hiap hohy2
いいなずけ,許婚,ຄູ່ຫມັ້ນ,khuu1 hman2
いいはる,言い張る,ຮັກສາທີເດີມ,hak saa thii derm
いーめーる,Ｅ・メール,ອີເມວ,ii meew
いいわけ,言い訳,ແກ້ຕົວ,kae2 tua
いいん,委員,ກຳມະການ,kam ma kaan
いいん,医院,ຄລີນິກ,khlii nik
いいんかい,委員会,ຄະນະກຳມະການ,kha na kam ma kaan
いいんちょう,委員長,ປະທານກຳມະການ,pa thaan kam ma kaan
いう,言う,ບອກ,bohk
いう,言う,ລົມ,lom
いう,言う,ເວົ້າ,wao2
いうことをきかない,言うことを聞かない,ດື້,deu2
いえ,家,ເຮືອນ,heuan
いえき,胃液,ນ້ຳຍ່ອຍອາຫານ,nam2 nyohy1 aa haan
いえすきりすと,イエス・キリスト,ພະເຢຊູ,pha yee xuu
いえのしきち,家の敷地,ບ້ານ,baan2
いえめん,イエメン,ເຢແມນ,yee maen
いえん,胃炎,ກະເພາະອັກເສບ,ka pho' ak sep
いおう,硫黄,ທາດກຳມະຖັນ,thaat kam ma htan
いか,イカ,ປາອີຮື,paa ii heu
いか,イカ,ປາເຫມິກ,paa hmoek
いか,以下,ຫນ້ອຍກວ່າ,hnohy2 kwaa1
いがい,以外,ນອກຈາກ,nohk jaak
いがい,以外,ນອກຈາກນີ້,nohk jaak nii2
いかいよう,胃潰瘍,ແຜໃນກະເພາະ,hpae nay ka pho'
いがく,医学,ແພດສາດ,phaet saat
いかす,生かす,ໃຊ້ໃຫ້ເປັນປະໂຫຍດ,xay2 hhay2 pen pa hyoot
いかだ,筏,ແພ,phae
いかめら,胃カメラ,ຫ້ອງກວດກະເພາະ,hhohng 2 kuat ka pho'
いかり,錨,ສະຫມໍ,sa hmoh
いき,息,ລົມຫາຍໃຈ,lom hhaay jay
いき,息,ໃຈ,jay
いき,行き,ໄປ,pai
いきおい,勢い,ກຳລັງຄວາມແຮງ,kam lang khwaam haeng
いきなり,いきなり,ທັນໃດ,than day
いきもの,生き物,ສິ່ງທີ່ມີຊີວິດ,sing1 thii1 mii xii wit
いぎりす,イギリス,ອັງກິດ,ang kit
いきる,生きる,ມີຊີວິດຢູ່,mii xii wit yuu1
いきる,生きる,ຢູ່ຕໍ່ໄປ,yuu1 toh1 pai
いく,幾,ຈັກ,jak
いく,行く,ໄປ,pai
いくさ,戦,ສົງຄາມ,song khaam
いくつ,いくつ,ທໍ່ໃດ,thoh1 day
いくつ,いくつ,ເທົ່າໃດ,thao1 day
いくつか,いくつか,ຫນ້ອຍຫນຶ່ງ,hnohy2 hnueng1
いくら,いくら,ທໍ່ໃດ,thoh1 day
いくら,いくら,ເທົ່າໃດ,thao1 day
いくらか,いくらか,ຫນ້ອຍຫນຶ່ງ,hnohy2 hnueng1
いけ,池,ສະນ້ຳ,sa nam2
いけ,池,ຫນອງ,hnohng
いけない,いけない,ບໍ່ດີ,boh1 dii
いけぽちゃ,池ポチャ,ຕົກນ້ຳ,tok nam2
いけん,意見,ຄວາມເຫັນ,khwaam hhen
いご,以後,ຫລັງຈາກນັ້ນແລ້ວ,hlang jaak nan2 laew2
いさぎよい,潔い,ມີຄວາມຍິນດີ,mii khwaam nyin dii
いさましい,勇ましい,ກ້າ,kaa2
いさん,遺産,ມໍລະດົກ,moh la dok
いし,意思,ກຳລັງໃຈ,kam lang jay
いし,医師,ທ່ານຫມໍ,thaan1 hmoh
いし,医師,ນາຍຫມໍ,naay hmoh
いし,石,ຫີນ,hhiin
いし,意志,ເຈດຕະນາ,jeet ta naa
いじ,維持,ຮັກສາ,hak saa
いしき,意識,ຄິດ,khit
いしき,意識,ຄຶດ,khuet
いしく,石工,ຊ່າງກໍ່,xaang1 koh1
いじめる,苛める,ກົດຂີ່,kot hkii1
いじめる,苛める,ຂົ່ມເຫັງ,hkom1 hheng
いしゃ,医者,ດັອກເຕີ,do'k ter
いしゃ,医者,ທ່ານຫມໍ,thaan1 hmoh
いしゃ,医者,ແພດ,phaet
いじょう,以上,ກວ່າ,kwaa1
いじょう,異常,ບໍ່ທຳມະດາ,boh1 tham ma daa
いじょう,異常,ບໍ່ປົກກະຕິ,boh1 pok ka ti
いじわる,意地悪,ໃຈດຳ,jay dam
いす,椅子,ຕັ່ງ,tang1
いずみ,泉,ນ້ຳພຸ,nam2 phu
いすらえる,イスラエル,ອິດສະຣາແອນ,it sa raa aen
いすらえる,イスラエル,ອິດສະລາແອນ,it sa laa aen
